Date,Open,High,Low,Close,SMA5,SMA10,SMA20,SMA60,Volume,MA5,MA10,DIF,ACD9,OSC,K,D,RSI6,RSI12,RSV9
2012/8/8,7306,7336,7277,7300,7221.4,7109.1,7071.65,7111.43,103055,84405,90814,29.37,-9.33,38.7,0.86,0.78,0.78,0.65,0.93
2012/8/9,7371,7452,7346,7438,7270.2,7168.3,7084.25,7114.48,125910,91271,92456,49.18,2.37,46.81,0.9,0.82,0.85,0.72,0.97
2012/8/10,7453,7465,7425,7444,7331,7225.2,7102.5,7116.65,68582,89507,90371,66.22,15.14,51.08,0.92,0.85,0.85,0.72,0.95
2012/8/13,7444,7475,7430,7453,7374.2,7267.7,7121.6,7121.95,67806,85662,86957,79.47,28.01,51.46,0.93,0.88,0.86,0.73,0.95
2012/8/14,7484,7545,7451,7495,7426,7309.4,7143.5,7127.13,113777,95826,90940,92.43,40.89,51.54,0.91,0.89,0.88,0.74,0.88
2012/8/15,7489,7497,7433,7468,7459.6,7340.5,7161.55,7131,43962,84007,84206,99.14,52.54,46.6,0.88,0.89,0.79,0.71,0.82
2012/8/16,7460,7520,7441,7493,7470.6,7370.4,7183.2,7136.97,91628,77151,84211,104.89,63.01,41.88,0.87,0.88,0.81,0.72,0.84
2012/8/17,7503,7511,7467,7474,7476.6,7403.8,7205.8,7142.72,66804,76795,83151,107.77,71.96,35.81,0.84,0.87,0.74,0.7,0.78
2012/8/20,7464,7475,7398,7441,7474.2,7424.2,7227.2,7149.1,85890,80412,83037,105.4,78.65,26.75,0.76,0.83,0.63,0.65,0.61
2012/8/21,7465,7553,7458,7515,7478.2,7452.1,7259.3,7155.78,104595,78576,87201,108.04,84.53,23.51,0.78,0.81,0.74,0.7,0.82
2012/8/22,7494,7508,7453,7490,7482.6,7471.1,7290.1,7159.05,73832,84550,84279,106.88,89,17.88,0.72,0.78,0.66,0.67,0.59
2012/8/23,7476,7534,7468,7513,7486.6,7478.6,7323.45,7163.7,92576,84739,80945,106.49,92.5,13.99,0.73,0.76,0.7,0.68,0.74
2012/8/24,7450,7490,7442,7487,7489.2,7482.9,7354.05,7168.2,63615,84102,80449,102.54,94.5,8.03,0.68,0.73,0.61,0.65,0.57
2012/8/27,7535,7551,7452,7454,7491.8,7483,7375.35,7174.17,85683,84060,82236,98.37,95.28,3.09,0.57,0.68,0.52,0.6,0.36
2012/8/28,7435,7443,7375,7399,7468.6,7473.4,7391.4,7183,90608,81263,79919,88.11,93.84,-5.74,0.43,0.6,0.39,0.54,0.13
2012/8/29,7404,7413,7381,7403,7451.2,7466.9,7403.7,7190.22,48276,76152,80351,78.74,90.82,-12.08,0.34,0.51,0.4,0.54,0.16
2012/8/30,7360,7395,7341,7367,7422,7454.3,7412.35,7196.08,84738,74584,79662,67.91,86.24,-18.33,0.26,0.43,0.33,0.5,0.12
2012/8/31,7375,7420,7363,7382,7401,7445.1,7424.45,7201.67,75810,77023,80562,60.19,81.03,-20.84,0.24,0.37,0.39,0.52,0.19
2012/9/3,7370,7465,7352,7442,7398.6,7445.2,7434.7,7209.78,95691,79025,81542,56.52,76.13,-19.61,0.32,0.35,0.56,0.58,0.48
2012/9/4,7443,7470,7430,7448,7408.4,7438.5,7445.3,7215.72,49798,70863,76063,54.9,71.88,-16.98,0.38,0.36,0.58,0.59,0.51
2012/9/5,7401,7411,7341,7344,7396.6,7423.9,7447.5,7221.13,89655,79138,77645,45.9,66.69,-20.78,0.26,0.33,0.34,0.46,0.01
2012/9/6,7332,7368,7286,7332,7389.6,7405.8,7442.2,7225.87,88818,79954,77269,35.9,60.53,-24.63,0.23,0.3,0.32,0.45,0.17
2012/9/7,7471,7479,7404,7419,7397,7399,7440.95,7231.8,86302,82053,79538,35.69,55.56,-19.87,0.38,0.33,0.54,0.54,0.69
2012/9/10,7421,7469,7414,7456,7399.8,7399.2,7441.1,7236.83,67675,76450,77737,36.6,51.77,-15.17,0.55,0.4,0.6,0.58,0.88
2012/9/11,7437,7490,7436,7465,7403.2,7405.8,7439.6,7240.17,59702,78430,74647,38.1,49.04,-10.93,0.66,0.49,0.62,0.58,0.88
2012/9/12,7525,7586,7510,7583,7451,7423.8,7445.35,7245.47,92821,79064,79101,46.95,48.62,-1.67,0.77,0.58,0.76,0.67,0.99
2012/9/13,7592,7609,7571,7576,7499.8,7444.7,7449.5,7249.88,65782,74456,77205,54.74,49.84,4.9,0.81,0.66,0.74,0.66,0.9
2012/9/14,7698,7758,7671,7738,7563.6,7480.3,7462.7,7260.23,103221,77840,79947,71.65,54.2,17.44,0.86,0.73,0.85,0.75,0.96
2012/9/17,7739,7767,7726,7750,7622.4,7511.1,7478.15,7272.17,70895,78484,77467,85.83,60.53,25.3,0.9,0.78,0.86,0.75,0.96
2012/9/18,7742,7768,7713,7749,7679.2,7541.2,7489.85,7285.52,76925,81929,80180,95.69,67.56,28.13,0.92,0.83,0.85,0.75,0.96
2012/9/19,7757,7795,7739,7767,7716,7583.5,7503.7,7299.32,46387,72642,75853,104.09,74.87,29.23,0.92,0.86,0.86,0.76,0.93
2012/9/20,7782,7786,7716,7749,7750.6,7625.2,7515.5,7312.03,81485,75783,75120,108.14,81.52,26.62,0.91,0.87,0.8,0.73,0.88
2012/9/21,7765,7783,7748,7761,7755.2,7659.4,7529.2,7324.7,61018,67342,72591,111.13,87.44,23.69,0.91,0.89,0.81,0.74,0.91
2012/9/24,7747,7805,7685,7775,7760.2,7691.3,7545.25,7335.72,98891,72941,75713,111.95,92.34,19.61,0.9,0.89,0.82,0.75,0.9
2012/9/25,7792,7810,7744,7756,7761.6,7720.4,7563.1,7346.05,68390,71234,76582,111.83,96.24,15.59,0.86,0.88,0.73,0.72,0.77
2012/9/26,7691,7725,7670,7700,7748.2,7732.1,7577.95,7353.92,74746,76906,74774,105.06,98.01,7.06,0.65,0.8,0.52,0.62,0.21
2012/9/27,7683,7730,7679,7728,7744,7747.3,7596,7361.22,67769,74163,74973,99.96,98.4,1.56,0.57,0.72,0.59,0.65,0.41
2012/9/28,7726,7748,7666,7719,7735.6,7745.4,7612.85,7368.25,88739,79707,73525,94.56,97.63,-3.07,0.5,0.65,0.56,0.63,0.37
2012/10/1,7690,7706,7666,7684,7717.4,7738.8,7624.95,7375.12,50167,69962,71452,87.02,95.51,-8.49,0.38,0.56,0.45,0.58,0.13
2012/10/2,7716,7748,7693,7729,7712,7736.8,7639,7383.33,67005,69685,70460,83.29,93.06,-9.77,0.4,0.5,0.58,0.63,0.44
2012/10/3,7740,7742,7687,7704,7712.8,7730.5,7657,7392.05,58958,66528,71717,78.19,90.09,-11.9,0.35,0.45,0.5,0.59,0.26
2012/10/4,7707,7715,7633,7706,7708.4,7726.2,7675.7,7400.72,103623,73698,73931,71.76,86.42,-14.67,0.37,0.43,0.51,0.59,0.41
2012/10/5,7711,7733,7680,7701,7704.8,7720.2,7689.8,7411.08,74558,70862,75285,67,82.54,-15.54,0.38,0.41,0.49,0.58,0.38
2012/10/8,7677,7692,7612,7625,7693,7705.2,7698.25,7420.32,84411,77711,73837,57.31,77.49,-20.19,0.28,0.37,0.29,0.47,0.1
2012/10/9,7629,7647,7596,7596,7666.4,7689.2,7704.8,7429.3,86468,81604,75644,46.68,71.33,-24.65,0.19,0.31,0.25,0.44,0
2012/10/11,7483,7506,7442,7444,7614.4,7663.6,7697.85,7434.92,95582,88928,77728,25.88,62.24,-36.36,0.13,0.25,0.12,0.31,0.01
2012/10/12,7434,7463,7385,7413,7555.8,7632.1,7689.7,7440.8,92390,86682,80190,6.06,51,-44.94,0.11,0.2,0.11,0.29,0.08
2012/10/15,7396,7434,7385,7425,7500.6,7602.7,7674.05,7447.52,74135,86597,78730,-9.64,38.88,-48.51,0.11,0.17,0.15,0.31,0.11
2012/10/16,7460,7462,7435,7458,7467.2,7580.1,7659.45,7454.93,62568,82229,79970,-18.96,27.31,-46.27,0.14,0.16,0.27,0.35,0.2
2012/10/17,7510,7525,7451,7460,7440,7553.2,7645,7464.72,50723,75080,78342,-24.39,16.97,-41.36,0.17,0.16,0.28,0.36,0.22
2012/10/18,7467,7479,7444,7453,7441.8,7528.1,7629.3,7474.37,57034,67370,78149,-29.7,7.64,-37.33,0.18,0.17,0.26,0.35,0.2
2012/10/19,7468,7469,7385,7387,7436.6,7496.2,7611.2,7483.38,78020,64496,75589,-37.53,-1.4,-36.13,0.12,0.15,0.18,0.3,0.01
2012/10/22,7300,7360,7289,7347,7421,7460.8,7590.5,7491.25,71985,64066,75332,-48.92,-10.9,-38.02,0.13,0.15,0.15,0.27,0.16
2012/10/23,7342,7350,7293,7299,7389.2,7428.2,7566.7,7495.77,65177,64588,73408,-59.32,-20.59,-38.74,0.1,0.13,0.12,0.24,0.04
2012/10/24,7230,7347,7225,7303,7357.8,7398.9,7544.05,7499.52,100109,74465,74772,-68.05,-30.08,-37.97,0.16,0.14,0.14,0.25,0.26
2012/10/25,7303,7319,7251,7254,7318,7379.9,7521.75,7501.13,75504,78159,72765,-76.11,-39.29,-36.83,0.14,0.14,0.1,0.22,0.1
2012/10/26,7226,7287,7090,7092,7259,7347.8,7489.95,7499.43,124395,87434,75965,-91.87,-49.8,-42.07,0.09,0.12,0.05,0.16,0
2012/10/29,7110,7153,7091,7121,7213.8,7317.4,7460.05,7499.12,86593,90356,77211,-104.66,-60.78,-43.89,0.09,0.11,0.14,0.2,0.07
2012/10/30,7170,7220,7141,7162,7186.4,7287.8,7433.95,7497.87,104953,98311,81449,-109.53,-70.53,-39,0.12,0.11,0.26,0.26,0.19
2012/10/31,7192,7212,7125,7141,7154,7255.9,7404.55,7496.28,89170,96123,85294,-113.4,-79.1,-34.3,0.12,0.12,0.24,0.25,0.13
2012/11/1,7098,7192,7029,7172,7137.6,7227.8,7377.95,7494.15,140249,109072,93616,-116.23,-86.53,-29.7,0.23,0.15,0.33,0.3,0.43
2012/11/2,7214,7225,7182,7201,7159.4,7209.2,7352.7,7490.2,74949,99183,93308,-112.25,-91.67,-20.58,0.33,0.21,0.41,0.34,0.54
2012/11/5,7190,7222,7146,7181,7171.4,7192.6,7326.7,7485.82,85380,98940,94648,-109.43,-95.22,-14.2,0.38,0.27,0.37,0.33,0.48
2012/11/6,7180,7259,7163,7256,7190.2,7188.3,7308.25,7482.53,78730,93696,96003,-101.9,-96.56,-5.34,0.51,0.35,0.55,0.43,0.78
2012/11/7,7205,7293,7192,7256,7213.2,7183.6,7291.25,7478.55,138988,103659,99891,-93.59,-95.96,2.38,0.63,0.44,0.55,0.43,0.86
2012/11/8,7168,7220,7160,7201,7219,7178.3,7279.1,7474.1,87322,93074,101073,-90.29,-94.83,4.54,0.64,0.51,0.43,0.38,0.65
2012/11/9,7136,7301,7126,7286,7236,7197.7,7272.75,7470.65,125251,103134,101159,-82.36,-92.34,9.98,0.74,0.58,0.6,0.48,0.94
2012/11/12,7265,7304,7238,7243,7248.4,7209.9,7263.65,7466.8,73703,100799,99870,-74.62,-88.79,14.17,0.75,0.64,0.51,0.44,0.78
2012/11/13,7227,7239,7092,7094,7216,7203.1,7245.45,7461.02,116093,108271,100984,-77.86,-86.61,8.74,0.58,0.62,0.31,0.33,0.24
2012/11/14,7081,7150,7077,7128,7190.4,7201.8,7228.85,7454.57,85707,97615,100637,-80.23,-85.33,5.1,0.46,0.57,0.37,0.37,0.22
2012/11/15,7095,7156,7036,7121,7174.4,7196.7,7212.25,7448.42,110846,102320,97697,-82.15,-84.7,2.54,0.41,0.52,0.37,0.37,0.32
2012/11/16,7116,7179,7082,7107,7138.6,7187.3,7198.25,7441.65,106108,98491,100813,-81.9,-84.14,2.24,0.36,0.47,0.35,0.36,0.26
2012/11/19,7147,7168,7120,7121,7114.2,7181.3,7186.95,7435.55,85220,100795,100797,-79.68,-83.25,3.57,0.35,0.43,0.39,0.38,0.32
2012/11/20,7174,7181,7131,7159,7127.2,7171.6,7179.95,7430.63,73796,92335,100303,-75.03,-81.6,6.57,0.39,0.41,0.49,0.42,0.46
2012/11/21,7176,7178,7051,7084,7118.4,7154.4,7169,7425.38,63354,87865,92740,-75.18,-80.32,5.14,0.32,0.38,0.35,0.36,0.18
2012/11/22,7096,7115,7081,7089,7112,7143.2,7160.75,7420.15,64895,78675,90497,-74.9,-79.23,4.33,0.28,0.35,0.36,0.37,0.2
2012/11/23,7123,7327,7120,7319,7154.4,7146.5,7172.1,7419.35,120286,81510,90001,-59.65,-75.32,15.67,0.51,0.4,0.71,0.58,0.97
2012/11/26,7362,7409,7357,7388,7207.8,7161,7185.45,7419.45,66389,77744,89269,-37.91,-67.84,29.93,0.65,0.48,0.76,0.62,0.94
2012/11/27,7410,7435,7380,7421,7260.2,7193.7,7198.4,7419.1,76309,78247,85291,-18.15,-57.9,39.75,0.76,0.58,0.78,0.64,0.96
2012/11/28,7407,7439,7390,7429,7329.2,7223.8,7212.8,7418.78,62717,78119,82992,-1.86,-46.69,44.83,0.83,0.66,0.79,0.65,0.97
2012/11/29,7470,7539,7465,7525,7416.4,7264.2,7230.45,7421.8,98874,84915,81795,18.24,-33.7,51.95,0.88,0.73,0.84,0.7,0.97
2012/11/30,7535,7605,7524,7594,7471.4,7312.9,7250.1,7426.17,97251,80308,80909,39.03,-19.16,58.19,0.91,0.79,0.87,0.73,0.98
2012/12/3,7596,7647,7560,7599,7513.6,7360.7,7271,7429.17,94211,85872,81808,56.62,-4,60.62,0.91,0.83,0.87,0.73,0.92
2012/12/4,7560,7603,7548,7593,7548,7404.1,7287.85,7431.45,76536,85918,82082,68.41,10.48,57.93,0.91,0.86,0.85,0.72,0.9
2012/12/5,7593,7678,7576,7651,7592.4,7460.8,7307.6,7434.55,96482,92671,85395,81.23,24.63,56.6,0.92,0.88,0.88,0.75,0.95
2012/12/6,7654,7673,7623,7639,7615.2,7515.8,7329.5,7435.48,68952,86686,85801,90.71,37.85,52.86,0.91,0.89,0.84,0.73,0.88
2012/12/7,7658,7691,7642,7659,7628.2,7549.8,7348.15,7436.87,73118,81860,81084,98.63,50,48.63,0.91,0.9,0.85,0.74,0.9
2012/12/10,7680,7686,7600,7623,7633,7573.3,7367.15,7434.95,76659,78349,82111,101.35,60.27,41.08,0.86,0.88,0.72,0.69,0.77
2012/12/11,7639,7645,7579,7638,7642,7595,7394.35,7433.08,78461,78734,82326,101.68,68.55,33.13,0.83,0.87,0.74,0.7,0.77
2012/12/12,7657,7725,7652,7695,7650.8,7621.6,7422.7,7432.18,89122,77262,84967,106.11,76.06,30.04,0.84,0.86,0.8,0.74,0.85
2012/12/13,7718,7778,7708,7773,7677.6,7646.4,7455.3,7432.28,82175,79907,83297,113.65,83.58,30.07,0.88,0.87,0.86,0.77,0.98
2012/12/14,7738,7747,7701,7704,7686.6,7657.4,7485.15,7431.53,84818,82247,82053,114.76,89.82,24.94,0.82,0.85,0.66,0.68,0.68
2012/12/17,7690,7707,7615,7649,7691.8,7662.4,7511.55,7429.67,100268,86969,82659,109.61,93.78,15.83,0.66,0.79,0.54,0.61,0.36
2012/12/18,7660,7665,7621,7653,7694.8,7668.4,7536.25,7427.63,70612,85399,82067,103.77,95.77,7.99,0.57,0.71,0.54,0.62,0.37
2012/12/19,7698,7709,7655,7659,7687.6,7669.2,7565,7426.02,46969,76968,77115,99.8,96.58,3.22,0.51,0.65,0.56,0.62,0.4
2012/12/20,7631,7633,7556,7559,7644.8,7661.2,7588.5,7423.67,79058,76345,78126,88.08,94.88,-6.8,0.35,0.55,0.36,0.51,0.01
2012/12/21,7565,7578,7472,7492,7602.4,7644.5,7597.15,7419.73,107770,80935,81591,72.45,90.39,-17.94,0.25,0.45,0.28,0.45,0.07
2012/12/22,7556,7558,7523,7527,7578,7634.9,7604.1,7416.53,30095,66901,76935,61.39,84.59,-23.2,0.23,0.37,0.37,0.48,0.18
2012/12/24,7500,7564,7491,7521,7551.6,7623.2,7609.1,7413.82,51155,63009,74204,51.27,77.93,-26.66,0.21,0.32,0.36,0.48,0.16
2012/12/25,7555,7688,7538,7671,7554,7620.8,7621.2,7412.85,85986,70813,73891,52.15,72.77,-20.62,0.38,0.34,0.63,0.6,0.72
2012/12/26,7651,7685,7623,7632,7568.6,7606.7,7626.55,7411.65,65775,68156,72251,52.32,68.68,-16.36,0.48,0.38,0.56,0.57,0.68
2012/12/27,7602,7666,7584,7628,7595.8,7599.1,7628.25,7410.35,80035,62609,71772,50.55,65.06,-14.51,0.54,0.44,0.55,0.56,0.66
2012/12/28,7650,7708,7647,7677,7625.8,7601.9,7632.15,7409.95,69670,70524,68713,52.63,62.57,-9.94,0.65,0.51,0.63,0.6,0.87
2013/1/2,7720,7804,7702,7773,7676.2,7613.9,7641.15,7412.42,89092,78112,70561,60.5,62.16,-1.66,0.73,0.58,0.73,0.66,0.91
2013/1/3,7811,7836,7803,7824,7706.8,7630.4,7649.8,7416.22,63225,73559,72186,70.66,63.86,6.81,0.81,0.66,0.78,0.69,0.97
2013/1/4,7800,7809,7751,7775,7735.4,7652,7656.6,7421.73,71943,74793,71475,74.29,65.94,8.35,0.82,0.71,0.66,0.63,0.82
2013/1/7,7743,7774,7700,7741,7758,7676.9,7660.7,7427.2,81337,75053,68831,73.22,67.4,5.82,0.79,0.74,0.58,0.6,0.72
2013/1/8,7732,7747,7673,7709,7764.4,7695.1,7665,7431.93,90290,79177,74851,69.19,67.76,1.43,0.71,0.73,0.52,0.57,0.57
2013/1/9,7686,7774,7682,7738,7757.4,7716.8,7670,7436.6,88574,79074,78593,67.11,67.63,-0.51,0.68,0.71,0.57,0.59,0.61
2013/1/10,7762,7846,7759,7833,7759.2,7733,7676.9,7442.82,122619,90953,82256,71.49,68.4,3.09,0.77,0.73,0.7,0.65,0.95
2013/1/11,7863,7867,7796,7802,7764.6,7750,7678.35,7448.63,90984,94761,84777,74.02,69.52,4.5,0.75,0.74,0.63,0.62,0.7
2013/1/14,7730,7828,7705,7823,7781,7769.5,7684.3,7455.9,111839,100861,87957,73.4,70.3,3.1,0.76,0.74,0.66,0.63,0.77
2013/1/15,7800,7812,7728,7743,7787.8,7776.1,7689,7462.5,99174,102638,90908,69.03,70.05,-1.01,0.62,0.7,0.48,0.55,0.36
2013/1/16,7750,7769,7698,7718,7783.8,7770.6,7692.25,7469.48,58511,96625,87850,62.37,68.51,-6.14,0.49,0.63,0.44,0.52,0.23
2013/1/17,7702,7767,7582,7614,7740,7749.6,7690,7474.67,146042,101310,96131,49.94,64.8,-14.86,0.37,0.54,0.3,0.44,0.11
2013/1/18,7692,7723,7666,7712,7722,7743.3,7697.65,7482.3,86279,100369,97565,44.33,60.7,-16.37,0.4,0.5,0.48,0.52,0.46
2013/1/21,7683,7736,7645,7704,7698.2,7739.6,7708.25,7492.5,94447,96891,98876,38.96,56.36,-17.39,0.41,0.47,0.47,0.51,0.43
2013/1/22,7722,7765,7672,7748,7699.2,7743.5,7719.3,7502.95,106112,98278,100458,37.18,52.52,-15.34,0.47,0.47,0.55,0.55,0.58
2013/1/23,7777,7788,7714,7722,7700,7741.9,7729.35,7512.28,77820,102140,99383,35.62,49.14,-13.52,0.47,0.47,0.5,0.52,0.49
2013/1/24,7688,7728,7625,7683,7713.8,7726.9,7729.95,7521.32,121098,97151,99231,29.46,45.2,-15.74,0.45,0.46,0.43,0.49,0.41
2013/1/25,7662,7688,7612,7650,7701.4,7711.7,7730.85,7529.28,98883,99672,100021,21.93,40.55,-18.62,0.4,0.44,0.37,0.46,0.3
2013/1/28,7620,7731,7620,7727,7706,7702.1,7735.8,7538.05,92771,99337,98114,19.87,36.41,-16.55,0.5,0.46,0.54,0.53,0.7
2013/1/29,7759,7822,7736,7812,7718.8,7709,7742.55,7548.57,99284,97971,98125,25.54,34.24,-8.7,0.65,0.53,0.65,0.59,0.96
2013/1/30,7846,7859,7791,7796,7733.6,7716.8,7743.7,7557.57,100596,102526,102333,30.9,33.57,-2.67,0.68,0.58,0.62,0.58,0.74
2013/1/31,7815,7850,7778,7846,7766.2,7740,7744.8,7567.4,84766,95260,96206,36.29,34.11,2.18,0.77,0.64,0.68,0.61,0.95
2013/2/1,7859,7901,7825,7859,7808,7754.7,7749,7578.37,87506,92985,96328,42.58,35.81,6.77,0.8,0.7,0.7,0.62,0.85
2013/2/4,7878,7952,7872,7939,7850.4,7778.2,7758.9,7589.25,87092,91849,95593,52.17,39.08,13.09,0.85,0.75,0.78,0.67,0.96
2013/2/5,7885,7913,7868,7901,7868.2,7793.5,7768.5,7600.22,74233,86839,92405,56.71,42.61,14.1,0.85,0.78,0.68,0.63,0.85
2013/2/6,7916,7952,7891,7901,7889.2,7811.4,7776.65,7613.67,72671,81254,91890,60.86,46.26,14.6,0.85,0.81,0.68,0.63,0.85
2013/2/18,7967,7978,7913,7936,7907.2,7836.7,7781.8,7627.13,77582,79817,87538,65.77,50.16,15.61,0.86,0.82,0.73,0.65,0.88
2013/2/19,7950,7970,7941,7958,7927,7867.5,7789.6,7641.08,60019,74319,83652,70.14,54.16,15.99,0.88,0.84,0.75,0.67,0.92
2013/2/20,8008,8027,7983,8022,7943.6,7897,7799.55,7656.33,52976,67496,79673,77.3,58.78,18.51,0.91,0.87,0.82,0.71,0.98
2013/2/21,7987,7998,7948,7949,7953.2,7910.7,7809.85,7670.13,63895,65429,76134,77.84,62.59,15.24,0.84,0.86,0.6,0.62,0.69
2013/2/22,7939,7976,7903,7951,7963.2,7926.2,7821.5,7683.33,85371,67969,74611,76.11,65.3,10.81,0.77,0.83,0.61,0.62,0.62
2013/2/23,7974,7994,7970,7992,7974.4,7940.8,7840.4,7698.47,27144,57881,68849,77.23,67.68,9.54,0.77,0.81,0.67,0.65,0.78
2013/2/25,7985,7992,7935,7941,7971,7949,7851.85,7712.67,72527,60383,67351,74.45,69.04,5.41,0.67,0.76,0.53,0.58,0.46
2013/2/26,7893,7920,7862,7883,7943.2,7943.4,7860.8,7722.07,82377,66263,66880,66.21,68.47,-2.26,0.49,0.67,0.42,0.52,0.13
2013/2/27,7907,7909,7862,7879,7929.2,7941.2,7867.35,7730.25,53936,64271,64850,58.63,66.5,-7.87,0.36,0.57,0.41,0.52,0.1
2013/3/1,7945,7950,7920,7936,7926.2,7944.7,7878.05,7738.83,44461,56089,62029,56.27,64.46,-8.19,0.39,0.51,0.55,0.57,0.45
2013/3/4,7935,7937,7827,7844,7896.6,7935.5,7886.1,7745.75,94448,69550,63715,48,61.17,-13.17,0.29,0.43,0.38,0.48,0.09
2013/3/5,7867,7931,7862,7911,7890.6,7930.8,7899.15,7752.18,74896,70024,65203,44.22,57.78,-13.56,0.36,0.41,0.51,0.54,0.49
2013/3/6,7980,7998,7935,7945,7903,7923.1,7910.05,7758.03,83576,70263,68263,44.9,55.2,-10.3,0.47,0.43,0.57,0.56,0.69
2013/3/7,7933,7982,7921,7939,7915,7922.1,7916.4,7763.7,72539,73984,69128,44.09,52.98,-8.89,0.53,0.46,0.55,0.56,0.66
2013/3/8,7968,8032,7965,8008,7929.4,7927.8,7927,7770.62,81964,81485,68787,47.57,51.9,-4.32,0.65,0.52,0.66,0.61,0.88
2013/3/11,8010,8068,7993,8042,7969,7932.8,7936.8,7777.13,79351,78465,74008,52.39,52,0.4,0.73,0.59,0.71,0.64,0.89
2013/3/12,8040,8058,7983,7998,7986.4,7938.5,7943.75,7783.12,75116,78509,74266,53.42,52.28,1.14,0.72,0.64,0.59,0.59,0.71
2013/3/13,8000,8035,7951,7989,7995.2,7949.1,7946.25,7788.62,106264,83047,76655,52.16,52.26,-0.1,0.71,0.66,0.57,0.58,0.67
2013/3/14,7997,7997,7941,7950,7997.4,7956.2,7948.7,7794.07,80451,84629,79307,48.07,51.42,-3.35,0.64,0.65,0.47,0.53,0.51
2013/3/15,7969,7986,7906,7909,7977.6,7953.5,7949.1,7798.58,108975,90031,85758,41.76,49.49,-7.73,0.5,0.6,0.39,0.49,0.23
2013/3/18,7857,7868,7790,7792,7927.6,7948.3,7941.9,7800.2,102089,94579,86522,27.01,44.99,-17.98,0.34,0.51,0.24,0.39,0.01
2013/3/19,7838,7852,7816,7831,7894.2,7940.3,7935.55,7801.17,76505,94857,86683,16.9,39.37,-22.48,0.27,0.43,0.34,0.43,0.15
2013/3/20,7780,7842,7775,7795,7855.4,7925.3,7924.2,7802.68,52532,84110,83579,6.33,32.76,-26.43,0.21,0.36,0.3,0.4,0.07
2013/3/21,7803,7816,7781,7796,7824.6,7911,7916.55,7805.13,68584,81737,83183,-2.38,25.74,-28.11,0.16,0.29,0.3,0.4,0.07
2013/3/22,7780,7814,7764,7774,7797.6,7887.6,7907.7,7807.15,63792,72700,81366,-10.43,18.5,-28.93,0.12,0.23,0.27,0.38,0.03
2013/3/25,7842,7865,7826,7850,7809.2,7868.4,7900.6,7810.33,60627,64408,79494,-11.34,12.53,-23.87,0.18,0.22,0.48,0.47,0.32
2013/3/26,7845,7848,7822,7835,7810,7852.1,7895.3,7814.93,52993,59706,77281,-12.94,7.44,-20.38,0.22,0.22,0.45,0.46,0.3
2013/3/27,7841,7876,7827,7862,7823.4,7839.4,7894.25,7821.1,74979,64195,74153,-12.31,3.49,-15.8,0.3,0.25,0.52,0.49,0.44
2013/3/28,7859,7875,7820,7843,7832.8,7828.7,7892.45,7826.37,64977,63474,72605,-12.59,0.27,-12.86,0.43,0.31,0.47,0.47,0.71
2013/3/29,7884,7935,7871,7923,7862.6,7830.1,7891.8,7833.07,73177,65351,69026,-7.26,-1.23,-6.03,0.6,0.41,0.64,0.55,0.93
2013/4/1,7938,7942,7907,7918,7876.2,7842.7,7895.5,7837.18,45554,62336,63372,-2.35,-1.46,-0.89,0.69,0.5,0.63,0.55,0.87
2013/4/2,7907,7927,7875,7903,7889.8,7849.9,7895.1,7841.7,80431,67824,63765,-0.01,-1.17,1.16,0.72,0.57,0.58,0.53,0.78
2013/4/3,7944,7953,7910,7936,7904.6,7864,7894.65,7846.83,67602,66348,65272,4.36,-0.06,4.42,0.78,0.64,0.65,0.57,0.91
2013/4/8,7859,7870,7733,7737,7883.4,7858.1,7884.55,7847.83,128621,79077,71275,-5.39,-1.13,-4.26,0.53,0.6,0.29,0.38,0.02
2013/4/9,7717,7750,7697,7708,7840.4,7851.5,7869.55,7846.75,84475,81337,73344,-17.24,-4.35,-12.89,0.37,0.52,0.26,0.36,0.04
2013/4/10,7737,7745,7713,7726,7802,7839.1,7853.75,7845.12,59229,84072,73204,-25.38,-8.56,-16.83,0.28,0.44,0.31,0.38,0.11
2013/4/11,7776,7825,7759,7816,7784.6,7837.2,7844.65,7845.8,84730,84931,76378,-25.37,-11.92,-13.46,0.34,0.41,0.5,0.47,0.46
2013/4/12,7822,7832,7783,7784,7754.2,7829.4,7834.4,7846.52,64379,84287,75318,-25.74,-14.68,-11.05,0.34,0.39,0.45,0.45,0.34
2013/4/15,7763,7816,7729,7761,7759,7821.2,7824.95,7847.38,109119,80386,79732,-28.04,-17.35,-10.69,0.31,0.36,0.41,0.43,0.25
2013/4/16,7710,7786,7693,7775,7772.4,7806.4,7818.25,7848,118952,87282,84309,-30.28,-19.94,-10.34,0.31,0.35,0.44,0.44,0.32
2013/4/17,7783,7809,7772,7808,7788.8,7795.4,7819.05,7847.58,57751,86986,85529,-28.35,-21.62,-6.72,0.36,0.35,0.52,0.48,0.44
2013/4/18,7715,7775,7700,7750,7775.6,7780.1,7815,7846.72,104794,90999,87965,-30.93,-23.48,-7.45,0.34,0.35,0.4,0.43,0.32
2013/4/19,7784,7945,7782,7942,7807.2,7780.7,7822.35,7848.7,139916,106106,95197,-19.92,-22.77,2.85,0.56,0.42,0.68,0.59,0.99
2013/4/22,7952,7976,7938,7955,7846,7802.5,7830.3,7852.23,64238,97130,88758,-6.82,-19.58,12.76,0.68,0.51,0.7,0.6,0.93
