交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易
2017/5/2,TXO,201706,8900,賣權,6,6.6,5.7,5.9,546,5.9,3993,5.9,6.6,37,5.7,
2017/5/2,TXO,201706,9000,買權,930,930,925,925,9,925,288,595,955,960,280,
2017/5/2,TXO,201706,9000,賣權,8.2,15,6.5,7.1,1431,7.1,9120,7.1,16,580,6.5,
2017/5/2,TXO,201706,9100,買權,0,0,0,0,0,825,60,640,1140,590,590,
2017/5/2,TXO,201706,9100,賣權,9.9,9.9,7.5,8,1469,8,4027,8,8.6,62,7.5,
2017/5/2,TXO,201706,9200,買權,745,745,730,730,3,730,759,448,1090,745,200,
2017/5/2,TXO,201706,9200,賣權,11.5,12,9.4,9.8,2061,9.8,9549,9.7,10.5,660,9.4,
2017/5/2,TXO,201706,9300,買權,625,645,625,645,6,630,53,354,645,645,380,
2017/5/2,TXO,201706,9300,賣權,15,16,12.5,14,2088,14,6854,13,14.5,100,12.5,
2017/5/2,TXO,201706,9400,買權,545,550,545,545,22,535,1176,471,700,765,138,
2017/5/2,TXO,201706,9400,賣權,23.5,23.5,18,19.5,3451,19.5,9448,19,19.5,720,18,
2017/5/2,TXO,201706,9500,買權,450,458,450,453,6,445,641,291,461,466,236,
2017/5/2,TXO,201706,9500,賣權,37,37,26.5,28.5,2746,28.5,6350,28,28.5,163,26.5,
2017/5/2,TXO,201706,9600,買權,338,374,338,369,441,369,3032,356,373,436,92,
2017/5/2,TXO,201706,9600,賣權,53,53,40,42,3053,42,7688,41.5,42,910,40,
2017/5/2,TXO,201706,9700,買權,257,292,257,280,270,280,1348,278,284,364,126,
2017/5/2,TXO,201706,9700,賣權,75,75,58,62,2345,62,4507,62,63,252,58,
2017/5/2,TXO,201706,9800,買權,194,220,194,206,1065,206,5349,203,211,302,60,
2017/5/2,TXO,201706,9800,賣權,108,108,85,90,2046,90,6383,90,91,1040,85,
2017/5/2,TXO,201706,9900,買權,129,159,129,146,1148,146,3586,146,147,242,52,
2017/5/2,TXO,201706,9900,賣權,145,145,123,128,1052,128,5552,125,129,376,123,
2017/5/2,TXO,201706,10000,買權,84,110,84,97,6005,97,19050,97,98,207,32,
2017/5/2,TXO,201706,10000,賣權,195,195,172,179,445,179,703,179,180,1030,172,
2017/5/2,TXO,201706,10200,買權,29.5,42,29.5,33.5,7951,33.5,22151,33.5,34,110,11,
2017/5/2,TXO,201706,10200,賣權,336,336,308,318,69,318,161,310,324,615,308,
2017/5/2,TXO,201706,10400,買權,10,14.5,10,11,3006,11,15740,10.5,11.5,84,5,
2017/5/2,TXO,201706,10400,賣權,491,491,480,480,6,495,91,491,499,1350,415,
2017/5/2,TXO,201706,10600,買權,4,4.9,3.3,3.3,1813,3.3,6376,3.3,4.1,29,2.4,
2017/5/2,TXO,201706,10600,賣權,0,0,0,0,0,685,2,680,690,995,675,
2017/5/2,TXO,201706,10800,買權,1.9,2.2,1.6,1.8,477,1.8,5222,1.5,1.8,30,1.3,
2017/5/2,TXO,201706,10800,賣權,0,0,0,0,0,885,17,459,1220,1190,550,
2017/5/2,TXO,201706,11000,買權,1,1,0.9,0.9,62,0.9,797,0.6,1,7.4,0.4,
2017/5/2,TXO,201706,11000,賣權,0,0,0,0,0,1080,3,1070,1530,1260,1220,
2017/5/2,TXO,201706,11200,買權,0.7,0.7,0.6,0.6,16,0.6,8035,0.4,0.6,11.5,0.5,
2017/5/2,TXO,201706,11200,賣權,0,0,0,0,0,1280,1,915,1800,1970,1970,
2017/5/2,TXO,201706,11400,買權,0.5,0.5,0.4,0.4,12,0.4,189,0.1,0.4,2.5,0.3,
2017/5/2,TXO,201706,11400,賣權,0,0,0,0,0,1480,0,1110,2000,1820,1610,
2017/5/2,TXO,201706,11600,買權,0,0,0,0,0,0.1,1737,0,109,5.2,0.2,
2017/5/2,TXO,201706,11600,賣權,0,0,0,0,0,1680,0,1310,2200,2110,1850,
